close,MS_MUTABLE_ARRAY 1542b7fcd99713d23269a10166b5c5a39257be23 src/main/java/org/apache/commons/imaging/formats/tiff/constants/GpsTagConstants.java 36 36
close,UC_USELESS_CONDITION 47c7410405e9b0989ed3d0dbed4740528ef006cd src/main/java/org/apache/maven/plugin/dependency/GetMojo.java 170 170
close,UWF_UNWRITTEN_FIELD f8c288e37e765e44ff2fa17bb3c56ffb67a7485d src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolveDependencySourcesMojo.java 89 89
close,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR f5fab12be70287c7e2aeb48ed7085c99a42a1276 src/main/java/org/apache/maven/plugin/dependency/AnalyzeDepMgt.java 161 161
close,EI_EXPOSE_REP2 625d096ae320841e9654a843555f937288b46177 src/main/java/org/apache/commons/imaging/common/bytesource/ByteSourceArray.java 33 33
close,DLS_DEAD_LOCAL_STORE 8ec80fa99057fcea5792c8794a17c4ff014f51c6 src/java/org/apache/nutch/indexer/IndexerOutputFormat.java 36 36
close,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD c5751705d9e618971b63f0c0bcd6af84e79e6048 src/main/java/org/apache/maven/plugin/dependency/AbstractResolveMojo.java 102 102
close,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD 23797b80bd4f6f1e63dcb9696cae24a606c3156e src/main/java/org/apache/commons/imaging/formats/png/chunks/PngChunk.java 33 33
close,UWF_UNWRITTEN_FIELD 28aef7489af2f7c2452ae03426fe05427d9144e7 src/main/java/org/apache/maven/plugin/dependency/AnalyzeMojo.java 100 100
close,UWF_UNWRITTEN_FIELD 5682ca91b6e911f93e14ad2d9e621d4163b1c733 src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolveDependencySourcesMojo.java 98 98
close,BC_UNCONFIRMED_CAST 2a4a1326b2497f708cdbc630b3b9596010cae883 src/java/org/apache/nutch/crawl/Generator.java 375 375
close,UWF_UNWRITTEN_FIELD 5682ca91b6e911f93e14ad2d9e621d4163b1c733 src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolveDependencySourcesMojo.java 89 89
close,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD 23797b80bd4f6f1e63dcb9696cae24a606c3156e src/main/java/org/apache/commons/imaging/formats/png/chunks/PngChunkIhdr.java 42 42
close,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE f7b1731d67f4655b849248f9670a22dd663910cf src/main/java/org/apache/maven/plugin/dependency/utils/markers/DefaultFileMarkerHandler.java 104 104
close,UWF_UNWRITTEN_FIELD f7b1731d67f4655b849248f9670a22dd663910cf src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/UnpackMojo.java 101 101
close,EI_EXPOSE_REP2 b5f27dde0f4786740fb5a133faeed98dd9d0ad3e src/main/java/org/apache/commons/imaging/formats/jpeg/segments/App13Segment.java 44 44
close,EI_EXPOSE_REP2 007ed9dc19bfcbf96ac1f745134299ce4b4bc32e src/main/java/org/apache/commons/imaging/formats/png/PngImageInfo.java 42 42
close,RpC_REPEATED_CONDITIONAL_TEST d78485a3ca5320f5796e0a3bee435928558e888b src/java/org/apache/nutch/scoring/webgraph/WebGraph.java 382 382
close,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR d61e69628a29eb6df3c445ac5788fc2186fdf283 src/main/java/org/apache/commons/imaging/formats/jpeg/segments/App2Segment.java 40 40
close,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE e083b21b0f97e70cefd4972fe56bf91cf3e06bf0 src/main/java/org/apache/commons/imaging/formats/png/chunks/PngChunkIccp.java 66 66
close,EI_EXPOSE_REP2 9ddad4b1ed76b8f405098f4220ff21bed05acecc src/main/java/org/apache/commons/imaging/formats/psd/PsdHeaderInfo.java 34 34
close,DM_DEFAULT_ENCODING d3658d6c8175149ea2d4eed66b7c92de21cfe01d src/main/java/org/apache/commons/imaging/formats/png/chunks/PngChunkScal.java 53 53
close,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD fe042daf06f3c73d1377afa601361072288bdf78 src/main/java/org/apache/maven/plugin/dependency/AbstractResolveMojo.java 84 84
close,UWF_UNWRITTEN_FIELD 7196ab8588b0c4b79f64c4aeace875b989ade676 src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java 73 73
close,URF_UNREAD_FIELD bba335ef8dbbe4017784eba416085285d449f84f src/java/org/apache/nutch/tools/proxy/SegmentHandler.java 105 105
close,EI_EXPOSE_REP f792b2eff207072760b10473932657879b7f8af1 src/main/java/org/apache/maven/plugin/dependency/AbstractDependencyMojo.java 323 323
close,EI_EXPOSE_REP c6b2e897f05eec5de4e5c56cd93bc11b6adbc02e src/main/java/org/apache/commons/imaging/formats/jpeg/segments/ComSegment.java 48 48
close,SF_SWITCH_NO_DEFAULT ef3bdd04448793ac02dba92991e69cb387b855c1 src/java/org/apache/nutch/util/domain/DomainStatistics.java 146 154
close,DM_FP_NUMBER_CTOR 352a90edf950ddf4e6e23a2c4ea8a29bc6f9960f src/main/java/org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeFloat.java 35 35
close,WMI_WRONG_MAP_ITERATOR e2598d63743c84ca0293c17d159f3fe334d301f0 src/java/org/apache/nutch/parse/HTMLMetaTags.java 194 194
close,WMI_WRONG_MAP_ITERATOR bba335ef8dbbe4017784eba416085285d449f84f src/test/org/apache/nutch/crawl/TestCrawlDbMerger.java 112 112
close,DM_DEFAULT_ENCODING fdaf56e48c90d5ade2c950a963b57a79ccefdc71 src/main/java/org/apache/commons/imaging/formats/png/ChunkType.java 87 87
close,UWF_UNWRITTEN_FIELD fe042daf06f3c73d1377afa601361072288bdf78 src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java 73 73
close,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR c6b2e897f05eec5de4e5c56cd93bc11b6adbc02e src/main/java/org/apache/commons/imaging/formats/jpeg/segments/ComSegment.java 35 35
close,EI_EXPOSE_REP2 0644734bc2057ceeda9497237393281f7e638376 src/main/java/org/apache/commons/imaging/formats/jpeg/iptc/IptcRecord.java 38 38
close,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR c5751705d9e618971b63f0c0bcd6af84e79e6048 src/main/java/org/apache/maven/plugin/dependency/AnalyzeDepMgt.java 150 150
close,DLS_DEAD_LOCAL_STORE bba335ef8dbbe4017784eba416085285d449f84f src/java/org/apache/nutch/fetcher/OldFetcher.java 63 63
close,DLS_DEAD_LOCAL_STORE bba335ef8dbbe4017784eba416085285d449f84f src/java/org/apache/nutch/tools/ResolveUrls.java 80 80
close,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION dcbbb147ec67c3dcb400fe47b6fe245a0e2bf040 src/java/org/apache/nutch/net/URLFilterChecker.java 108 132
close,EI_EXPOSE_REP 742aa8abc543fbda856d25231b4fce9839c36734 src/main/java/org/apache/commons/imaging/common/FastByteArrayOutputStream.java 51 51
close,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION 11eca16f4a8b2e22c7271cae1fe9f23608bfb98e src/test/java/org/apache/commons/collections4/keyvalue/MultiKeyTest.java 45 46
close,NM_CONFUSING 3760425321d2c42355805a806f59768dc225563b src/main/java/org/apache/commons/imaging/common/BinaryFileParser.java 141 141
close,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION 1dcb7bc41ebb7cdb24d2333835398eb37aab3e5a src/java/org/apache/nutch/tools/CrawlDBScanner.java 91 140
close,DCN_NULLPOINTER_EXCEPTION c077a2593386eeafcf173d6ad41151f0f7d4ca4a src/main/java/org/apache/maven/plugin/dependency/utils/DependencyStatusSets.java 163 163
close,NP_NULL_ON_SOME_PATH_EXCEPTION fa94bbb537421401a6c3fc19ae376e90bd50e69e src/java/org/apache/nutch/util/MimeUtil.java 188 188
close,MS_SHOULD_BE_FINAL 247061d2b33141483b995a3fb6bac997763c9681 src/java/org/apache/nutch/indexer/solr/SolrWriter.java 38 38
close,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD c5751705d9e618971b63f0c0bcd6af84e79e6048 src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolvePluginsMojo.java 178 178
close,UWF_UNWRITTEN_FIELD f8c288e37e765e44ff2fa17bb3c56ffb67a7485d src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolveDependencySourcesMojo.java 98 98
close,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION 11eca16f4a8b2e22c7271cae1fe9f23608bfb98e src/test/java/org/apache/commons/collections4/keyvalue/MultiKeyTest.java 50 51
close,DLS_DEAD_LOCAL_STORE a0770c6286241339684f403bcbc440a97218caf8 src/main/java/org/apache/maven/plugin/dependency/utils/translators/ClassifierTypeTranslator.java 59 59
close,EI_EXPOSE_REP d30f682109b66580ec683a683ce08320bf113eed src/main/java/org/apache/commons/imaging/common/FastByteArrayOutputStream.java 51 51
close,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD 916cc60b4b84614cfaa7380c66dd4afe3c75f488 src/main/java/org/apache/commons/imaging/formats/bmp/ImageContents.java 29 29
close,UWF_UNWRITTEN_FIELD a59a97456dffe24c8a4b04c2a63f05736b8b504c src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/UnpackMojo.java 101 101
close,MS_MUTABLE_ARRAY b5b3e16c4bd73e59b3b1fc2a3c5769836fbfe4ba src/main/java/org/apache/commons/imaging/formats/tiff/constants/GpsTagConstants.java 35 35
