close,RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE 54d95f7b21b47c7318a84f9a296ba9caa0889ac7 src/main/java/org/apache/maven/plugin/dependency/fromDependencies/BuildClasspathMojo.java 332 332
close,DCN_NULLPOINTER_EXCEPTION 8accf274ba10b7ed0a6659c7f34bb45d72d7c4ce src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java 969 969
close,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE c5751705d9e618971b63f0c0bcd6af84e79e6048 src/main/java/org/apache/maven/plugin/dependency/BuildClasspathMojo.java 415 415
close,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION 4701b96281124b9ccd6ecd35c3f16aa73345f315 src/main/java/org/apache/commons/imaging/formats/png/ChunkType.java 90 99
close,NP_NULL_PARAM_DEREF_NONVIRTUAL 47c4a85bebb6563f1405dad49f434e61fc854d77 src/java/org/apache/nutch/fetcher/Fetcher.java 813 813
close,PZLA_PREFER_ZERO_LENGTH_ARRAYS 3cb7fed47c26f63f663ae6ba28c08d2ced2d16cc src/main/java/org/apache/commons/imaging/common/BinaryFileFunctions.java 440 440
close,BC_VACUOUS_INSTANCEOF 68747912d250cdb8813b941ed65356a0bcc92135 src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java 679 679
close,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD d06a09e42a15ab9fea6ff1b35755d16a6b6a89a5 src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java 278 278
close,DCN_NULLPOINTER_EXCEPTION 8accf274ba10b7ed0a6659c7f34bb45d72d7c4ce src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java 207 207
unknown,EI_EXPOSE_REP2 d20670db17c82c791b410ed13d58f8dbefea87f2 src/main/java/org/apache/commons/imaging/formats/jpeg/segments/GenericSegment.java 38 38
close,NP_LOAD_OF_KNOWN_NULL_VALUE e6cccde796ab8d86c7e8cd50357241bb65013b57 src/main/java/org/apache/commons/imaging/icc/IccProfileParser.java 277 277
close,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD e6cccde796ab8d86c7e8cd50357241bb65013b57 src/main/java/org/apache/commons/imaging/icc/IccProfileInfo.java 61 61
close,PZLA_PREFER_ZERO_LENGTH_ARRAYS d1cb5e67a233c1371f898176cd30ce00de4481be src/main/java/org/apache/commons/imaging/formats/bmp/BmpImageParser.java 529 529
unknown,SIC_INNER_SHOULD_BE_STATIC_ANON 8ec80fa99057fcea5792c8794a17c4ff014f51c6 src/java/org/apache/nutch/indexer/IndexerOutputFormat.java 44 44
close,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT 725c8deb6276d930767f588a65dcce803dd6e10c src/main/java/org/apache/commons/imaging/formats/icns/IcnsImageParser.java 90 90
close,JUA_DONT_ASSERT_INSTANCEOF_IN_TESTS 8accf274ba10b7ed0a6659c7f34bb45d72d7c4ce src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java 1132 1132
close,DCN_NULLPOINTER_EXCEPTION 75c8ade02e53bcf18ad85ed96586ad55d4fa9706 src/test/java/org/apache/commons/collections4/SetUtilsTest.java 126 126
unknown,DLS_DEAD_LOCAL_STORE 4701b96281124b9ccd6ecd35c3f16aa73345f315 src/main/java/org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeAscii.java 64 64
close,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE 85e695639a1d09ce5ba495468c65a6744c8bcc5e src/main/java/org/apache/commons/imaging/formats/png/PngImageParser.java 899 899
close,EI_EXPOSE_REP 352a90edf950ddf4e6e23a2c4ea8a29bc6f9960f src/main/java/org/apache/commons/imaging/formats/tiff/TiffImageMetadata.java 213 213
close,DCN_NULLPOINTER_EXCEPTION 75c8ade02e53bcf18ad85ed96586ad55d4fa9706 src/test/java/org/apache/commons/collections4/SetUtilsTest.java 235 235
close,DLS_DEAD_LOCAL_STORE 8511dc8a414f7f93d29087d4a60eacf853c7d6c2 src/main/java/org/apache/commons/imaging/ColorTools.java 179 179
unknown,MF_CLASS_MASKS_FIELD de601ea3c3e2b880229755b502f0b24c83d2b942 src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java -1 -1
close,SE_COMPARATOR_SHOULD_BE_SERIALIZABLE 2d6558e10a869036a1cadbe16470abeedf70bbe1 src/main/java/org/apache/commons/imaging/palette/MedianCutMostPopulatedBoxesImplementation.java 137 155
close,OBL_UNSATISFIED_OBLIGATION 6401e35e890d495aadaeacd934ae381e900d6e4b src/main/java/org/apache/maven/plugin/dependency/AnalyzeDuplicateMojo.java 67 67
close,DM_CONVERT_CASE 3c2a26b65d12938df6f230ca0624c97d5be6479d src/main/java/org/apache/maven/plugin/dependency/utils/DependencyUtil.java 128 128
unknown,DE_MIGHT_IGNORE 37dd278fdbf470e31e7292b788439c45c700a197 src/main/java/org/apache/commons/imaging/formats/jpeg/xmp/JpegRewriter.java 329 329
close,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE 85e695639a1d09ce5ba495468c65a6744c8bcc5e src/main/java/org/apache/commons/imaging/formats/jpeg/JpegImageParser.java 626 626
close,REC_CATCH_EXCEPTION 7ee1bafd16863ad77bd1c97146b2e5383db6a033 src/java/org/apache/nutch/util/LogUtil.java 54 54
unknown,PZLA_PREFER_ZERO_LENGTH_ARRAYS 3760425321d2c42355805a806f59768dc225563b src/main/java/org/apache/commons/imaging/common/BinaryFunctions.java 193 193
close,EI_EXPOSE_REP2 54812bd84f3948233370648ec95295e37aea813d src/java/org/apache/nutch/util/domain/DomainStatistics.java 142 142
unknown,UC_USELESS_CONDITION d78485a3ca5320f5796e0a3bee435928558e888b src/java/org/apache/nutch/scoring/webgraph/WebGraph.java 383 383
close,EI_EXPOSE_REP 54812bd84f3948233370648ec95295e37aea813d src/java/org/apache/nutch/util/domain/DomainStatistics.java 138 138
close,PZLA_PREFER_ZERO_LENGTH_ARRAYS d1cb5e67a233c1371f898176cd30ce00de4481be src/main/java/org/apache/commons/imaging/formats/pnm/PnmImageParser.java 222 222
close,EI_EXPOSE_REP2 dc7b4335f2c9e814775b1391b01e3a46bb4e871b src/main/java/org/apache/maven/plugin/dependency/utils/DependencyStatusSets.java 51 51
unknown,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD fda23ed687b7ab4e1d092ff0d1d4fdfa91de9b0c src/main/java/org/apache/commons/imaging/formats/jpeg/segments/DhtSegment.java 46 46
unknown,UC_USELESS_CONDITION 1b5e84e28ba3156d444d61151128d183b0554aeb src/main/java/org/apache/commons/imaging/formats/xpm/XpmImageParser.java 290 290
close,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION 8accf274ba10b7ed0a6659c7f34bb45d72d7c4ce src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java 1121 1123
close,RC_REF_COMPARISON 2ec7843b940424bdb7e0cf0093062dff67946d5d src/test/java/org/apache/commons/collections4/list/SetUniqueListTest.java 575 575
close,NP_UNWRITTEN_FIELD b32456593877b5cc0ba115a07391bbe94f7eb095 src/main/java/org/apache/maven/plugin/dependency/utils/translators/ClassifierTypeTranslator.java 62 62
close,NP_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD d06a09e42a15ab9fea6ff1b35755d16a6b6a89a5 src/main/java/org/apache/maven/plugin/dependency/resolvers/ListRepositoriesMojo.java 59 59
close,EI_EXPOSE_REP f78418f4c2b29ec899458a8754068bb418c41dec src/main/java/org/apache/commons/imaging/formats/jpeg/segments/DhtSegment.java 123 123
close,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT 725c8deb6276d930767f588a65dcce803dd6e10c src/main/java/org/apache/commons/imaging/formats/icns/IcnsImageParser.java 122 122
close,DCN_NULLPOINTER_EXCEPTION 75c8ade02e53bcf18ad85ed96586ad55d4fa9706 src/test/java/org/apache/commons/collections4/SetUtilsTest.java 272 272
close,PZLA_PREFER_ZERO_LENGTH_ARRAYS a2bc6183a016947843f9082ae0ccfc6860b74659 src/main/java/org/apache/commons/imaging/common/BinaryInputStream.java 151 151
close,PZLA_PREFER_ZERO_LENGTH_ARRAYS 3cb7fed47c26f63f663ae6ba28c08d2ced2d16cc src/main/java/org/apache/commons/imaging/common/BinaryInputStream.java 272 272
close,DM_NUMBER_CTOR 2ec7843b940424bdb7e0cf0093062dff67946d5d src/test/java/org/apache/commons/collections4/list/SetUniqueListTest.java 198 198
close,EI_EXPOSE_REP2 61ad6ffc62ad843511b2b1f8412a05a91b052287 src/main/java/org/apache/commons/imaging/formats/png/ScanExpediter.java 57 57
close,UC_USELESS_CONDITION e6cccde796ab8d86c7e8cd50357241bb65013b57 src/main/java/org/apache/commons/imaging/formats/jpeg/JpegImageParser.java 936 936
close,DM_DEFAULT_ENCODING 7ee1bafd16863ad77bd1c97146b2e5383db6a033 src/java/org/apache/nutch/util/LogUtil.java 103 103
close,NP_UNWRITTEN_FIELD d06a09e42a15ab9fea6ff1b35755d16a6b6a89a5 src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/AbstractFromConfigurationMojo.java 351 351
unknown,REC_CATCH_EXCEPTION 7ca68d4a1fbe1a1b55bdad3f641d35551f270995 src/java/org/apache/nutch/scoring/webgraph/NodeDumper.java 273 273
close,BIT_SIGNED_CHECK d2ec76bd10f30c39ae5180ede1254908e76045f0 src/main/java/org/apache/commons/imaging/formats/gif/GifImageParser.java 359 359
close,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD d2ec76bd10f30c39ae5180ede1254908e76045f0 src/main/java/org/apache/commons/imaging/formats/jpeg/segments/SosSegment.java 93 93
close,DLS_DEAD_LOCAL_STORE c5751705d9e618971b63f0c0bcd6af84e79e6048 src/main/java/org/apache/maven/plugin/dependency/utils/translators/ClassifierTypeTranslator.java 60 60
unknown,MS_MUTABLE_ARRAY 1542b7fcd99713d23269a10166b5c5a39257be23 src/main/java/org/apache/commons/imaging/formats/tiff/constants/GpsTagConstants.java 36 36
close,NP_BOOLEAN_RETURN_NULL b79d34333d344e471ed525da8f99d86c0d2e09e3 src/main/java/org/apache/commons/imaging/icc/IccProfileParser.java 325 325
close,NP_UNWRITTEN_FIELD 6401e35e890d495aadaeacd934ae381e900d6e4b src/main/java/org/apache/maven/plugin/dependency/AnalyzeDuplicateMojo.java 67 67
close,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION 8accf274ba10b7ed0a6659c7f34bb45d72d7c4ce src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java 1103 1116
unknown,UC_USELESS_CONDITION 47c7410405e9b0989ed3d0dbed4740528ef006cd src/main/java/org/apache/maven/plugin/dependency/GetMojo.java 170 170
close,NP_NULL_ON_SOME_PATH_EXCEPTION 54812bd84f3948233370648ec95295e37aea813d src/java/org/apache/nutch/util/domain/DomainStatistics.java 166 166
close,BC_VACUOUS_INSTANCEOF 68747912d250cdb8813b941ed65356a0bcc92135 src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java 566 566
close,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD d2ec76bd10f30c39ae5180ede1254908e76045f0 src/main/java/org/apache/commons/imaging/icc/IccProfileInfo.java 55 55
unknown,UWF_UNWRITTEN_FIELD f8c288e37e765e44ff2fa17bb3c56ffb67a7485d src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolveDependencySourcesMojo.java 89 89
close,DCN_NULLPOINTER_EXCEPTION 75c8ade02e53bcf18ad85ed96586ad55d4fa9706 src/test/java/org/apache/commons/collections4/SetUtilsTest.java 214 214
close,URF_UNREAD_FIELD 2d6558e10a869036a1cadbe16470abeedf70bbe1 src/main/java/org/apache/commons/imaging/formats/tiff/photometricinterpreters/PhotometricInterpreterPalette.java 38 38
close,EI_EXPOSE_REP f78418f4c2b29ec899458a8754068bb418c41dec src/main/java/org/apache/commons/imaging/formats/jpeg/segments/DhtSegment.java 139 139
close,BIT_SIGNED_CHECK e6cccde796ab8d86c7e8cd50357241bb65013b57 src/main/java/org/apache/commons/imaging/formats/gif/GifImageParser.java 362 362
close,DCN_NULLPOINTER_EXCEPTION 8accf274ba10b7ed0a6659c7f34bb45d72d7c4ce src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java 163 163
unknown,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR f5fab12be70287c7e2aeb48ed7085c99a42a1276 src/main/java/org/apache/maven/plugin/dependency/AnalyzeDepMgt.java 161 161
close,NP_NULL_PARAM_DEREF_NONVIRTUAL 47c4a85bebb6563f1405dad49f434e61fc854d77 src/java/org/apache/nutch/fetcher/Fetcher.java 830 830
unknown,EI_EXPOSE_REP2 625d096ae320841e9654a843555f937288b46177 src/main/java/org/apache/commons/imaging/common/bytesource/ByteSourceArray.java 33 33
close,NP_UNWRITTEN_FIELD 71a4ff3c90a5b7727457b954616b6ebb4ab78098 src/main/java/org/apache/maven/plugin/dependency/utils/translators/ClassifierTypeTranslator.java 62 62
close,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR d2ec76bd10f30c39ae5180ede1254908e76045f0 src/main/java/org/apache/commons/imaging/formats/jpeg/segments/JfifSegment.java 77 77
close,DCN_NULLPOINTER_EXCEPTION 75c8ade02e53bcf18ad85ed96586ad55d4fa9706 src/test/java/org/apache/commons/collections4/SetUtilsTest.java 265 265
close,BC_VACUOUS_INSTANCEOF 8accf274ba10b7ed0a6659c7f34bb45d72d7c4ce src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java 1133 1133
close,DCN_NULLPOINTER_EXCEPTION 8accf274ba10b7ed0a6659c7f34bb45d72d7c4ce src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java 214 214
close,UC_USELESS_OBJECT 2ec7843b940424bdb7e0cf0093062dff67946d5d src/test/java/org/apache/commons/collections4/list/SetUniqueListTest.java 490 490
close,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR 6790d3b5720e0fea98bf629c240ac755996f642c src/main/java/org/apache/maven/plugin/dependency/AbstractDependencyMojo.java 154 154
unknown,DLS_DEAD_LOCAL_STORE 8ec80fa99057fcea5792c8794a17c4ff014f51c6 src/java/org/apache/nutch/indexer/IndexerOutputFormat.java 36 36
close,EI_EXPOSE_REP f78418f4c2b29ec899458a8754068bb418c41dec src/main/java/org/apache/commons/imaging/formats/jpeg/segments/DhtSegment.java 135 135
unknown,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD c5751705d9e618971b63f0c0bcd6af84e79e6048 src/main/java/org/apache/maven/plugin/dependency/AbstractResolveMojo.java 102 102
close,EI_EXPOSE_REP2 61ad6ffc62ad843511b2b1f8412a05a91b052287 src/main/java/org/apache/commons/imaging/formats/png/ScanExpediter.java 64 64
close,RpC_REPEATED_CONDITIONAL_TEST 1dc428529fe75a5f0faa37d345721705931f3623 src/java/org/apache/nutch/fetcher/Fetcher.java 950 950
close,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE 85e695639a1d09ce5ba495468c65a6744c8bcc5e src/main/java/org/apache/commons/imaging/formats/jpeg/JpegImageParser.java 696 696
close,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD e6cccde796ab8d86c7e8cd50357241bb65013b57 src/main/java/org/apache/commons/imaging/formats/jpeg/segments/SosSegment.java 92 92
close,EI_EXPOSE_REP 8ec80fa99057fcea5792c8794a17c4ff014f51c6 src/java/org/apache/nutch/indexer/solr/SolrMappingReader.java 112 112
close,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT 725c8deb6276d930767f588a65dcce803dd6e10c src/main/java/org/apache/commons/imaging/formats/png/PngImageParser.java 637 637
unknown,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD 23797b80bd4f6f1e63dcb9696cae24a606c3156e src/main/java/org/apache/commons/imaging/formats/png/chunks/PngChunk.java 33 33
unknown,UWF_UNWRITTEN_FIELD 28aef7489af2f7c2452ae03426fe05427d9144e7 src/main/java/org/apache/maven/plugin/dependency/AnalyzeMojo.java 100 100
unknown,UWF_UNWRITTEN_FIELD 5682ca91b6e911f93e14ad2d9e621d4163b1c733 src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolveDependencySourcesMojo.java 98 98
close,UC_USELESS_CONDITION 1dc428529fe75a5f0faa37d345721705931f3623 src/java/org/apache/nutch/fetcher/Fetcher.java 950 950
close,EI_EXPOSE_REP f78418f4c2b29ec899458a8754068bb418c41dec src/main/java/org/apache/commons/imaging/formats/jpeg/segments/DhtSegment.java 127 127
close,EI_EXPOSE_REP f78418f4c2b29ec899458a8754068bb418c41dec src/main/java/org/apache/commons/imaging/formats/jpeg/segments/DhtSegment.java 143 143
close,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD d2ec76bd10f30c39ae5180ede1254908e76045f0 src/main/java/org/apache/commons/imaging/formats/jpeg/segments/SosSegment.java 92 92
close,EI_EXPOSE_REP2 c115fda2f80b4a562ac86d4a39b2aa476eb66042 src/main/java/org/apache/maven/plugin/dependency/utils/DependencyStatusSets.java 50 50
close,PZLA_PREFER_ZERO_LENGTH_ARRAYS d61e69628a29eb6df3c445ac5788fc2186fdf283 src/main/java/org/apache/commons/imaging/formats/jpeg/JpegImageParser.java 363 363
close,EI_EXPOSE_REP2 61ad6ffc62ad843511b2b1f8412a05a91b052287 src/main/java/org/apache/commons/imaging/formats/png/ScanExpediter.java 62 62
close,DLS_DEAD_LOCAL_STORE bba335ef8dbbe4017784eba416085285d449f84f src/java/org/apache/nutch/scoring/webgraph/NodeDumper.java 391 391
unknown,BC_UNCONFIRMED_CAST 2a4a1326b2497f708cdbc630b3b9596010cae883 src/java/org/apache/nutch/crawl/Generator.java 375 375
close,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE 85e695639a1d09ce5ba495468c65a6744c8bcc5e src/main/java/org/apache/commons/imaging/formats/png/PngImageParser.java 304 304
close,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION 4701b96281124b9ccd6ecd35c3f16aa73345f315 src/main/java/org/apache/commons/imaging/formats/png/PngWriter.java 213 217
close,RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE 07369da348fe55dd8e4907367c62a5d72380e47d src/main/java/org/apache/maven/plugin/dependency/fromDependencies/BuildClasspathMojo.java 335 335
close,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD d2ec76bd10f30c39ae5180ede1254908e76045f0 src/main/java/org/apache/commons/imaging/icc/IccProfileInfo.java 53 53
close,DCN_NULLPOINTER_EXCEPTION 75c8ade02e53bcf18ad85ed96586ad55d4fa9706 src/test/java/org/apache/commons/collections4/SetUtilsTest.java 295 295
close,RCN_REDUNDANT_NULLCHECK_WOULD_HAVE_BEEN_A_NPE 47c4a85bebb6563f1405dad49f434e61fc854d77 src/java/org/apache/nutch/fetcher/Fetcher.java 928 928
close,EI_EXPOSE_REP2 df41d46a01618a04c8f411c775f7df7f17e2c5e5 src/main/java/org/apache/commons/imaging/formats/jpeg/segments/DhtSegment.java 49 49
close,PZLA_PREFER_ZERO_LENGTH_ARRAYS 3cb7fed47c26f63f663ae6ba28c08d2ced2d16cc src/main/java/org/apache/commons/imaging/common/BinaryInputStream.java 205 205
close,PZLA_PREFER_ZERO_LENGTH_ARRAYS d1cb5e67a233c1371f898176cd30ce00de4481be src/main/java/org/apache/commons/imaging/formats/tiff/TiffImageParser.java 119 119
unknown,UWF_UNWRITTEN_FIELD 5682ca91b6e911f93e14ad2d9e621d4163b1c733 src/main/java/org/apache/maven/plugin/dependency/resolvers/ResolveDependencySourcesMojo.java 89 89
unknown,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD 23797b80bd4f6f1e63dcb9696cae24a606c3156e src/main/java/org/apache/commons/imaging/formats/png/chunks/PngChunkIhdr.java 42 42
close,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD d2ec76bd10f30c39ae5180ede1254908e76045f0 src/main/java/org/apache/commons/imaging/formats/jpeg/segments/SosSegment.java 81 81
close,NP_NULL_PARAM_DEREF_NONVIRTUAL 47c4a85bebb6563f1405dad49f434e61fc854d77 src/java/org/apache/nutch/fetcher/Fetcher.java 795 795
close,EI_EXPOSE_REP2 c115fda2f80b4a562ac86d4a39b2aa476eb66042 src/main/java/org/apache/maven/plugin/dependency/utils/DependencyStatusSets.java 102 102
close,PZLA_PREFER_ZERO_LENGTH_ARRAYS 3cb7fed47c26f63f663ae6ba28c08d2ced2d16cc src/main/java/org/apache/commons/imaging/common/BinaryInputStream.java 317 317
unknown,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE f7b1731d67f4655b849248f9670a22dd663910cf src/main/java/org/apache/maven/plugin/dependency/utils/markers/DefaultFileMarkerHandler.java 104 104
close,PZLA_PREFER_ZERO_LENGTH_ARRAYS d1cb5e67a233c1371f898176cd30ce00de4481be src/main/java/org/apache/commons/imaging/formats/png/PngImageParser.java 283 283
unknown,UWF_UNWRITTEN_FIELD f7b1731d67f4655b849248f9670a22dd663910cf src/main/java/org/apache/maven/plugin/dependency/fromConfiguration/UnpackMojo.java 101 101
close,DCN_NULLPOINTER_EXCEPTION eed8a7adb3de7441751e846f4a75d110dd205f23 src/test/java/org/apache/commons/collections4/multimap/AbstractMultiValuedMapTest.java 599 599
unknown,EI_EXPOSE_REP2 b5f27dde0f4786740fb5a133faeed98dd9d0ad3e src/main/java/org/apache/commons/imaging/formats/jpeg/segments/App13Segment.java 44 44
unknown,EI_EXPOSE_REP2 007ed9dc19bfcbf96ac1f745134299ce4b4bc32e src/main/java/org/apache/commons/imaging/formats/png/PngImageInfo.java 42 42
unknown,RpC_REPEATED_CONDITIONAL_TEST d78485a3ca5320f5796e0a3bee435928558e888b src/java/org/apache/nutch/scoring/webgraph/WebGraph.java 382 382
close,JUA_DONT_ASSERT_INSTANCEOF_IN_TESTS 75c8ade02e53bcf18ad85ed96586ad55d4fa9706 src/test/java/org/apache/commons/collections4/SetUtilsTest.java 122 122
close,EI_EXPOSE_REP2 dc7b4335f2c9e814775b1391b01e3a46bb4e871b src/main/java/org/apache/maven/plugin/dependency/utils/DependencyStatusSets.java 68 68
close,REC_CATCH_EXCEPTION 54812bd84f3948233370648ec95295e37aea813d src/java/org/apache/nutch/util/domain/DomainStatistics.java 172 172
close,PZLA_PREFER_ZERO_LENGTH_ARRAYS 4701b96281124b9ccd6ecd35c3f16aa73345f315 src/main/java/org/apache/commons/imaging/formats/tiff/taginfos/TagInfoXpString.java 50 50
unknown,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR d61e69628a29eb6df3c445ac5788fc2186fdf283 src/main/java/org/apache/commons/imaging/formats/jpeg/segments/App2Segment.java 40 40
close,JUA_DONT_ASSERT_INSTANCEOF_IN_TESTS 8accf274ba10b7ed0a6659c7f34bb45d72d7c4ce src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java 1137 1137
close,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE 7196ab8588b0c4b79f64c4aeace875b989ade676 src/main/java/org/apache/maven/plugin/dependency/utils/DependencyUtil.java 108 108
unknown,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE e083b21b0f97e70cefd4972fe56bf91cf3e06bf0 src/main/java/org/apache/commons/imaging/formats/png/chunks/PngChunkIccp.java 66 66
close,DLS_DEAD_LOCAL_STORE 2d6558e10a869036a1cadbe16470abeedf70bbe1 src/main/java/org/apache/commons/imaging/formats/psd/PsdImageParser.java 225 225
close,ES_COMPARING_PARAMETER_STRING_WITH_EQ 31440588c2d3e69571c6dfe44a43c1c6cbdade78 src/main/java/org/apache/maven/plugin/dependency/fromDependencies/BuildClasspathMojo.java 332 332
close,PZLA_PREFER_ZERO_LENGTH_ARRAYS 3cb7fed47c26f63f663ae6ba28c08d2ced2d16cc src/main/java/org/apache/commons/imaging/common/BinaryFileFunctions.java 763 763
close,EI_EXPOSE_REP f78418f4c2b29ec899458a8754068bb418c41dec src/main/java/org/apache/commons/imaging/formats/jpeg/segments/DhtSegment.java 119 119
unknown,EI_EXPOSE_REP2 9ddad4b1ed76b8f405098f4220ff21bed05acecc src/main/java/org/apache/commons/imaging/formats/psd/PsdHeaderInfo.java 34 34
close,DM_DEFAULT_ENCODING 7ee1bafd16863ad77bd1c97146b2e5383db6a033 src/java/org/apache/nutch/util/LogUtil.java 88 88
unknown,DM_DEFAULT_ENCODING d3658d6c8175149ea2d4eed66b7c92de21cfe01d src/main/java/org/apache/commons/imaging/formats/png/chunks/PngChunkScal.java 53 53
close,URF_UNREAD_FIELD b5f27dde0f4786740fb5a133faeed98dd9d0ad3e src/main/java/org/apache/commons/imaging/formats/jpeg/segments/App13Segment.java 44 44
unknown,UWF_UNWRITTEN_PUBLIC_OR_PROTECTED_FIELD fe042daf06f3c73d1377afa601361072288bdf78 src/main/java/org/apache/maven/plugin/dependency/AbstractResolveMojo.java 84 84
close,BIT_SIGNED_CHECK e6cccde796ab8d86c7e8cd50357241bb65013b57 src/main/java/org/apache/commons/imaging/formats/gif/GifImageParser.java 366 366
